Job,Salary,Company,Location
Ingeniero de soporte ERP,"$11,000 - $13,000  Mensual",Grupo Inmobiliario Alhel,CDMX
Técnico en sistemas,,CAPILLAS JARDIN DE LA ORACION SA D...,Chih.
Auxiliar de Operaciones,"$20,000  Mensual",Out Helping,Qro.
SUPERVISOR (A) TECNICO GESTION EN SITIO,"$30,000 - $35,000  Mensual",,N.L.
Analista de sistemas,"$13,000 - $14,000  Mensual",,Gto.
Administrador de bases de datos,"$23,000 - $28,000  Mensual",DATALOGIC SA de CV,N.L.
Ingeniero especializado,,"Sistemas Especializados Brain, S.A...",Ciudad de México
Técnico instalador,"$7,000 - $10,000  Mensual",SISTEMTRONIC,Jal.
Coordinador de TI,"$30,000 - $35,000  Mensual",Manava proyecto humano,CDMX
Soporte técnico y de aplicaciones,"$8,000 - $8,500  Mensual",Tecnologías Avanzadas en Sistemas ...,N.L.
Analista Especializado de Información // PLD,,"CIBANCO, S.A. INSTITUCION DE BANCA...",CDMX
CUENTAS POR COBRAR BASICO,"$9,000  Mensual",PONCOT,CDMX
Data Tech Lead,,UVI TECH SAPI DE CV,Ciudad de México
U Anáhuac Pue- Programador JR,,"Apoyo al Desarrollo Mexicano, S.C.",Pue.
Ingeniero especializado,,"Sistemas Especializados Brain, S.A...",Ciudad de México
Científicos de Datos / Especialistas en Analítica TLALPAN,,Grupo Salinas,CDMX
Arquitecto de Datos,,Tecnológico de Monterrey,N.L.
TECNICO ELECTROMECANICO,"$8,000 - $12,000  Mensual",FRESCARVAT,Ciudad de México
Desarrollador Oracle,,Softtek,CDMX
Analista Especializado de Información (Normatividad),,"CIBANCO, S.A. INSTITUCION DE BANCA...",CDMX
Auditor ti,,KIO NETWORKS,Ciudad de México
Ingeniero de sistemas,"$10,000 - $10,500  Mensual","MANSI SERVICIOS, S.C.",Edo. Méx.​
TECNICO EN AIRE ACONDICIONADO,"$9,000 - $12,000  Mensual",FRESCARVAT,Ciudad de México
ML ENGINEER,"$56,000 - $56,850  Mensual",Banorte,CDMX
Chapter Lead iOS,,UVI TECH SAPI DE CV,Ciudad de México
Tecnico de Calidad,,Sanmina SCI,Jal.
Analista de mesa de ayuda primer nivel y segundo nivel,,CARCAMOVIL MEXICO SA DE CV,Edo. Méx.​
OPERADOR (A) MESA DE SERVICIO,"$13,000 - $15,000  Mensual",,Ciudad de México
Entrenador de Capacitación,,SERVICIOS COMERCIALES AMAZON MEXIC...,Estado de México
Entrenador de Capacitación,,SERVICIOS COMERCIALES AMAZON MEXIC...,Estado de México
Entrenador de Capacitación,,SERVICIOS COMERCIALES AMAZON MEXIC...,Estado de México
Desarrollador móvil,,Iktan Solutions,Ciudad de México
Fullstack developer,,,Ciudad de México
Technical Manager,,UVI TECH SAPI DE CV,México
Data engineer,"$30,000 - $40,000  Mensual",M&GT Consulting,Ciudad de México
Tech Lead,,UVI TECH SAPI DE CV,Ciudad de México
Técnico líder de mantenimiento - PI El Marqués,"$16,000 - $18,000  Mensual",,Qro.
Ejecutivo de ventas internacionales,"$12,000 - $15,000  Mensual",BIOPLASTICOS Y POLIMEROS BIOFASE S...,N.L.
Software development performance engineer,,"Infotree Servicios México, S.A. de...",México
Arquitecto de soluciones senior,"$65,000 - $80,000  Mensual",CREDICLUB SA DE CV SOCIEDAD FINANC...,N.L.
Soporte técnico,"$10,000  Mensual",DESARROLLO COMERCIA ABARROTERO SA ...,Gto.
Técnico De Mantenimiento Cabinas,,BASF,Edo. Méx.​
Líder técnico Full Stack Java,,Praxis,Ciudad de México
Técnico en reparación de celulares,"$6,500 - $6,800  Mensual",SLIM ONLINE S. de R.L de C.V.,Edo. Méx.​
COORDINADOR TELEMARKETING PREPAGO - MX,,Pegaso PCS,Ciudad de México
Técnico de Ingeniería de Procesos,,North American Production Sharing ...,BC.
Técnico de Ingeniería de Procesos,,North American Production Sharing ...,BC.
Ingeniero Desarrollador Web,,Santander,Querétaro
Chapter Lead Android,,UVI TECH SAPI DE CV,Ciudad de México
Soporte Tecnico y Seguridad Informatica,"$13,000 - $18,000  Mensual",KLS SA DE CV,N.L.
Programador Cobol,"$35,000 - $38,000  Mensual",Impacto Estratégico Consulting Gro...,Ciudad de México
SecOps Lead,,UVI TECH SAPI DE CV,México
Arquitecto Middleware Integraciones - Proyecto,,Tecnológico de Monterrey,N.L.
Docente de asignatura nivel licenciatura,"$8,000  Mensual",Universidad del Valle de México,Qro.
Torre de Control CCB ComplAML KYC Analyst 2,,Banamex,Ciudad de México
Lider Analista Técnico de Desarrollo de Aplicaciones Mainframe,,Banamex,Ciudad de México
Gerente de UX,"$40,000 - $50,000  Mensual",CREDICLUB SA DE CV SOCIEDAD FINANC...,N.L.
ESPECIALISTA SISTEMAS - MX,,Pegaso PCS,Ciudad de México
Coordinador de Desarrollo e Investigación,"$25,000  Mensual",SINTESIS Y FORMULACIONES DE ALTA T...,Edo. Méx.​
Coordinador de sistemas,,EQUIPOS DE BIOMEDICINA DE MEXICO S...,Jal.
Analista de Sistemas Sr / SQL / SAP,"$35,000  Mensual",Administración Integral Firpo Izca...,Ciudad de México
Ingeniero de Calidad de Datos Sr/ Empresa Internacional,"$40,000 - $45,000  Mensual",,Ciudad de México
Data - Information Regulatory Reporting Sr Anlst - C12,,Banamex,Ciudad de México
Practicante de Soporte Técnico,"$5,500 - $6,000  Mensual",Distribuidora Maico de México S.A....,N.L.
Regulatory Report R29 preparer Support,,Banamex,Ciudad de México
Coordinador de operaciones,,Adecco,Ciudad de México
Analista de Desempeño Comercial,,INTERCAM BANCO SA INSTITUCION DE B...,CDMX
Operador Monitoreo de Aplicaciones,,Indra,Ciudad de México
Data - Regulatory Report Preparer support,,Banamex,Ciudad de México
ANALISTA PROGRAMADOR .NET MVC,"$12,000 - $17,000  Mensual",,N.L.
Ejecutivo comercial especializado,"$9,000 - $11,000  Mensual",,Chih.
Líder Analista Técnico de Desarrollo de aplicaciones Mainframe,,Banamex,Ciudad de México
IT Helpdesk Analyst,,"PRODENSA SERVICIOS DE CONSULTORIA,...",N.L.
IT ANALISTA DE NEGOCIOS TUXEDO - Conocimiento Financiero,,Banamex,Ciudad de México
Gerente de Operación y Administración de Base de Datos,,Banregio,N.L.
Production Planning & Control Supervisor,,Banamex,Ciudad de México
Comprador senior,"$18,000 - $23,000  Mensual",,CDMX
Especialista en Sistemas,,Banamex,Ciudad de México
Desarrollador PHP,"$25,000  Mensual",,Ciudad de México
PREVENTA BUILDING,"$45,000 - $50,000  Mensual",,Chih.
PREVENTA BUILDING,"$40,000 - $50,000  Mensual",,BC.
PREVENTA BUILDING,"$40,000 - $50,000  Mensual",,Son.
Hardware Test & Qualification Technician I,"$19,000 - $21,000  Mensual",Harman de México S de RL de CV.,Qro.
Analista Intermedio Contable,,Banamex,Ciudad de México
Desarrollador PHP con Laravel,"$25,000  Mensual",,Ciudad de México
Administrativo especializado nivel l 199,,NUEVA WAL MART DE MEXICO S DE RL D...,Edo. Méx.​
Process mining / análisis de datos/ data scientist,,"GTIM SOFTWARE PROJECTS, S. DE R.L....",Ciudad de México
Analista de Administración del Desempeño de Productos,,Banamex,Ciudad de México
Analista de la información BI Jr,"$12,000 - $15,000  Mensual",INTERCAM BANCO SA INSTITUCION DE B...,CDMX
Líder Técnico Java / Big Data / C12 / (R22033566),,Banamex,Ciudad de México
Auxiliar de Seguridad Informatica,,Operadora de Servicios Paquetexpre...,Sin.
Ingeniero de industrialización,,"AFL Telecomunicaciones de México, ...",N.L.
Ingeniero Field Service,,AXTEL SAB DE CV,Ciudad de México
ANALISTA CONTRATACION,"$11,582  Mensual",Grupo Nacional Provincial,Qro.
Compl AML Rsk Mgmt Intmd Anlst,,Banamex,Ciudad de México
Analista de Cuentas por Pagar,,CBRE,CDMX
Asesor de ventas Interés Social,,CASAS JAVER SA DE CV,Q. Roo
ASESOR TECNICO - ALIMENTOS,"$25,000 - $30,000  Mensual",POCHTECA SERVICIOS ADMINISTRATIVOS...,Querétaro
**JEFE DE SISTEMAS**,"$20,000 - $22,000  Mensual",,Edo. Méx.​
ANALISTA USA,"$17,500  Mensual",Adecco,Ciudad de México
Desarrollador de software,"$28,000 - $33,000  Mensual",Daltum Systems S.A de C.V.,BC.
Tecnico de controles,,Johnson Controls,N.L.
Auxiliar de Anestesia,"$10,000  Mensual","Operativo Evenplan, S.C.",Chih.
"Gerente(a) de Arquitectura, Infraestructura e Innovación TI",,,Jal.
Especialista en infraestructura TI,,,Qro.
Especialista en sistemas,"$20,000  Mensual",Banamex,Ciudad de México
Operador de Panta de Cogeneración-Electromecánico,"$12,000  Mensual","ELECTRIZ, S.A. DE C.V.",Jal.
Backend developer,"$45,000 - $55,000  Mensual",,Ciudad de México
AUXILIAR DE ANESTESIA / ENFERMERIA / NIVEL NACIONAL,,"Operativo Evenplan, S.C.",CDMX
Técnico en aire Acondicionado de Precisión,"$11,000 - $14,000  Mensual",CALA ingenieria y Desarrollo s.a d...,N.L.
Asesor de Soporte Técnico (Aspel),,"Aspel de México, S.A. de C.V.",México
Sr. Backend Developer (.Net C#),,ARK SOFTWARE S.A.S.,Chih.
Sr. Backend Developer (.Net C#),,ARK SOFTWARE S.A.S.,Chih.
APLICADOR DE ESTUDIOS SOCIOECONÓMICOS,"$6,500  Mensual",Asociación Mexicana de Distribuido...,Tabasco
Coordinador de mantenimiento,,Gigante Verde S de RL de CV,Gto.
Ingeniero en sistemas,"$12,000 - $13,000  Mensual",DESARROLLO INTEGRAL CONSTRUCTIVO S...,Ciudad de México
Ingeniero de Soporte Sr.,"$80,000 - $90,000  Mensual","Manpower, S.A. de C.V.",México
Ingeniero de soporte en sitio,"$16,000 - $18,000  Mensual",Grupo Salinas,CDMX
coordinación telemarketing prepago,"$37,000 - $39,000  Mensual",Pegaso PCS,CDMX
Tecnico de Mantenimiento de Pruebas,"$15,000 - $25,000  Mensual",CONTINENTAL AUTOMOTIVE GUADALAJARA...,Aguascalientes
PROGRAMADOR/A DE MANTENIMIENTO,"$13,000 - $14,400  Mensual",Bio Pappel Packaging,Jal.
Arquitecto de soluciones de Datos,"$50,000 - $58,000  Mensual",BBVA Bancomer,CDMX
Ejecutivo telefónico especializado,"$15,005 - $15,500  Mensual",Randstad,Ciudad de México
Desarrollador C# Junior,"$15,999 - $16,000  Mensual","Manpower, S.A. de C.V.",CDMX
SAP CPI,"$75,000 - $80,000  Mensual",Together Tecnologías Especialistas...,Jal.
Reinsurance Administrative Leader,,"Chubb Servicios México, S.A. de C.V.",Ciudad de México
Scrum master,"$32,000 - $33,000  Mensual",Corus Systems & Consulting Inc,Ciudad de México
Data scientist,,BBVA Bancomer,CDMX
Data Scientist,,,Ciudad de México
Data Scientist,"$70,000 - $73,000  Mensual",Indra,CDMX
Data scientist,"$40,000 - $50,000  Mensual",DIGITALAGILITY S DE RL DE CV,Ciudad de México
Data Scientist,"$40,000 - $45,000  Mensual",PODER JUSTO S.A.P.I. de C.V.,CDMX
Data Scientist,,Indra,Ciudad de México
Data Scientist,,Softtek,México
Data scientist,,"Internacional de Sistemas, S.A. De...",México
Data Scientist - Data Engineer,,Ernst & Young,CDMX
DATA SCIENTIST- MX,,Pegaso PCS,Ciudad de México
Senior Data Scientist,,Banamex,Ciudad de México
Senior Data Scientist,,Banamex,Ciudad de México
Associate Data Scientist,,BBVA Bancomer,CDMX
Senior Data Scientist,,BBVA Bancomer,Ciudad de México
Data Scientist Distribución,"$61,400  Mensual","CEMEX CENTRAL , S.A. DE C.V.",N.L.
AZURE DATA SCIENTIST,,CPI AIM de México,Ciudad de México
Senior Data Scientist,"$65,000 - $73,000  Mensual",Axented Digital Communications SA ...,N.L.
Data Scientist BI,,COMPLEX ADAPTIVE SYSTEMS SAPI DE CV,Ciudad de México
Senior Data Scientist,"$40,000  Mensual",Adecco,Ciudad de México
Data scientist jr,,Teleperformance,Ciudad de México
Data scientist jr,,Teleperformance,Jal.
Data scientist jr,,Teleperformance,N.L.
Business Analyst / Data Scientist,,Banamex,Ciudad de México
Data Scientist Jr (C10),,Banamex,Ciudad de México
Data Scientist for Pricing(Machine Learning),,UVI TECH SAPI DE CV,México
Data Scientist for Financing (Machine Learning),,UVI TECH SAPI DE CV,México
Process mining / análisis de datos/ data scientist,,"GTIM SOFTWARE PROJECTS, S. DE R.L....",Ciudad de México
Lead Risk and Fraud Data Scientist,,,México
Data Scientist - INGLES 90 -100% MEXICO,,SERVICIOS AXITY MEXICO S DE RL DE CV,Ciudad de México
Analista Senior en Business Analytics C11,,Banamex,Ciudad de México
Data scientists (C11),,Banamex,Ciudad de México
Campaign Strategy Intermediate Analyst,,Banamex,Ciudad de México
Process Mining,,"GTIM SOFTWARE PROJECTS, S. DE R.L....",Ciudad de México
BUSINESS INTELLIGENCE / BI,,,Jal.
Retail Buyer Jr,,Auto Zone,N.L.
R&D Product Developer Analyst,,Pepsico División Foods,México
Ingeniero de datos,"$20,000 - $27,000  Mensual",Daltum Systems S.A de C.V.,N.L.
Senior Data Engineer,,Unilink,N.L.
BUSINESS INTELLIGENCE / DATA WAREHOUSE / MODELADO DE DATOS,,,Jal.
Comprador JR,,Auto Zone,N.L.
Machine Learning Engineer Jr. AI Factory. (CDMX),,BBVA Bancomer,CDMX
Machine Learning Engineer Sr. AI Factory. (CDMX),,BBVA Bancomer,CDMX
Machine Learning Engineer Mid. AI Factory. (CDMX),,BBVA Bancomer,CDMX
Product Owner,,Encontrack SA de CV,Qro.
Devops engineer,,DATA ARQUITECTURE AND TECHNOLOGY M...,CDMX
Data architect manager,"$60,000 - $65,000  Mensual",Vidanta,Jal.
Reclutador de Data & Analytics,,Neoris(CEMTEC),CDMX
Data Sciencie Senior,"$42,000 - $42,500  Mensual",Adecco,CDMX
Científico de Datos,"$42,560  Mensual",Adecco,CDMX
Head of Analytics,,Michael Page,México
PHP / Laravel Developer,"$70,000 - $75,000  Mensual",Addon Technologies Inc.,México
Hiring Developer,"$70,000 - $75,000  Mensual",Addon Technologies Inc.,Ciudad de México
Data science Senior,"$42,000 - $42,500  Mensual",Adecco,CDMX
Científico de Datos Senior,"$42,000 - $42,500  Mensual",Adecco,CDMX
Ingeniero de datos,"$40,000 - $45,000  Mensual",Latin America Business Consulting ...,Ciudad de México
Ingeniero de datos,,Liverpool,CDMX
Ingeniero de Datos,"$85,000 - $87,000  Mensual",AIT VANGUARDIA TECNOLÓGICA S. DE R...,CDMX
Ingeniero de datos,,Celulares y accesorios del Sureste...,Yuc.
Ingeniero de datos,"$20,000 - $27,000  Mensual",Daltum Systems S.A de C.V.,N.L.
Ingeniero de datos,,,Ciudad de México
Ingeniero de Datos,,,Chih.
Ingeniero de Datos,,Interware,Ciudad de México
Ingeniero de datos,"$31,000 - $32,000  Mensual",Sky,CDMX
Ingeniero de Datos,,Michael Page,México
Ingeniero de Datos,,Michael Page,Sin.
Ingeniero de Datos,"$30,000 - $40,000  Mensual",Consiss,N.L.
Ingeniero de datos,"$40,000 - $44,700  Mensual",AIT VANGUARDIA TECNOLÓGICA S. DE R...,CDMX
Ingeniero de Datos Azure,"$40,000 - $47,000  Mensual",,Ciudad de México
INGENIERO DE DATOS (CE),"$35,000 - $40,000  Mensual","Office Depot de México, S.A. De C.V.",Ciudad de México
Ingeniero de datos MS,"$45,000 - $50,000  Mensual",,N.L.
INGENIERO DE DATOS (AWS),,MOVIT SOLUTION GROUP SA DE CV,N.L.
Ingeniero de datos Jr.,,Grupo Salinas,CDMX
Líder de Ingeniero de Datos,,Interware,Ciudad de México
Ingeniero Modelador de Datos,"$50,000  Mensual",,CDMX
INGENIERO GOBIERNO DE DATOS,"$35,000 - $37,000  Mensual",Sky,CDMX
Ingeniero de datos AWS / Phyton,,SYGNO,N.L.
Ingeniero de Datos ( big data),"$49,000 - $50,000  Mensual",,Ciudad de México
Ingeniero de bases de datos,,Kasai Mexicana,Gto.
Ingeniero en Redes y Datos,,AXTEL SAB DE CV,N.L.
Ingeniero Admón. Incidentes Datos,,AXTEL SAB DE CV,N.L.
Ingeniero de Datos Sr AXA Seguros,"$45,000 - $55,000  Mensual",AXA,CDMX
Ingeniero Sistemas (Base de Datos),,,BC.
Ingeniero de calidad de datos sr,"$40,000 - $45,000  Mensual",AIT VANGUARDIA TECNOLÓGICA S. DE R...,Ciudad de México
Ingeniero de Datos Sr.-Shasa Corporativo Lerma,,"MUNDISOURCE, SA DE CV",Edo. Méx.​
Ingeniero de Calidad de Datos Sr/ Empresa Internacional,"$40,000 - $45,000  Mensual",,Ciudad de México
Ingeniero de Preventa Datos Jr. | RECIEN EGRESADO CON TITULO,,Reto Industrial,Edo. Méx.​
CIENTIFICO DE DATOS / MACHING LEARNING,"$56,000 - $56,800  Mensual",Banorte,CDMX
Analista de base de datos (SQL),"$30,000 - $30,168  Mensual",Linde México,CDMX
Jefe de Diseño MEP,"$45,000 - $50,000  Mensual",QCH S A P I DE CV,N.L.
Ingeniero Google Cloud,"$30,000 - $31,000  Mensual",INETUM HOLDING MEXICO SA DE CV,Ciudad de México
Ingeniero en sistemas computacionales,"$6,000 - $10,000  Mensual",DAKAR IT S.A de C.V,CDMX
Ingeniero de FullStack,,Centro de Adquisición de Talento R...,Jal.
Docente de asignatura nivel licenciatura,"$8,000  Mensual",Universidad del Valle de México,Qro.
Técnico de Ingeniería de Procesos,,North American Production Sharing ...,BC.
Jefe de tecnologías de la información,"$17,000 - $20,000  Mensual",ZAPATERIA LA GRAN PLAZA SAPI DE CV,Qro.
Data engineer,"$30,000 - $40,000  Mensual",Pocket de Latinoamerica SAPI de CV,Ciudad de México
Ingeniero de soporte ERP,"$11,000 - $13,000  Mensual",Grupo Inmobiliario Alhel,CDMX
Big Data Engineet,"$95,000 - $100,000  Mensual",TECNOLOGIA Y SERVICIOS S21 S.A. de...,México
Ingeniero de proyectos (soporte),"$12,000 - $14,000  Mensual",Portenntum de México,N.L.
Coordinador de TI,"$30,000 - $35,000  Mensual",Manava proyecto humano,CDMX
Ingeniero especializado,,"Sistemas Especializados Brain, S.A...",Ciudad de México
SUPERVISOR (A) TECNICO GESTION EN SITIO,"$30,000 - $35,000  Mensual",,N.L.
Ingeniero de Electromecánica,,AXTEL SAB DE CV,N.L.
Ingeniero especializado,,"Sistemas Especializados Brain, S.A...",Ciudad de México
Residente de instalaciones MEP,"$16,000 - $18,000  Mensual","Operadora ATXK, S.A.P.I. de CV",Jal.
Ingeniero de ciberseguridad,,CONSULTORIA Y CAPACITACION EN SOLU...,Ciudad de México
Ingeniero Mesa de Servicios Telco,,AXTEL SAB DE CV,N.L.
Becario de para el Área de Compras – Tlajomulco de Zuñiga,"$6,000  Mensual",Sociedad Nacional Promotora de Bec...,Jal.
Business analyst,"$9,000 - $12,000  Mensual",Team Builder S. de R. L. de C. V.,Ciudad de México
OPERADOR (A) MESA DE SERVICIO,"$13,000 - $15,000  Mensual",,Ciudad de México
Data Engineer (C10),,Banamex,Ciudad de México
Asset Performance Management,,AXIEM MEXICO S DE RL DE CV,Qro.
INSTRUCTOR MANEJO,"$14,000  Mensual",Femsa,Tamps.
Ingeniero SRE Sr.,,ProceTI,N.L.
Data Engineer (C11),,Banamex,Ciudad de México
Analista business intelligence,"$25,000 - $28,000  Mensual",Walmart México,Ciudad de México
INGENIERO ELECTRICO,,,N.L.
Ingeniero N1 - Querétaro,,KIO NETWORKS,Qro.
Backend Software Engineer,,UVI TECH SAPI DE CV,Ciudad de México
Consultor de Datos JR,"$25,000 - $35,000  Mensual",,CDMX
Data Engineer (C12),,Banamex,Ciudad de México
Android Software Engineer,,UVI TECH SAPI DE CV,Ciudad de México
SecOps Lead,,UVI TECH SAPI DE CV,México
Ingeniero Desarrollador Web,,Santander,Querétaro
Application Security Engineer,,UVI TECH SAPI DE CV,Ciudad de México
Soporte de Aplicaciones,,UVI TECH SAPI DE CV,Ciudad de México
INGENIERO DE CALIDAD,"$35,000 - $40,000  Mensual",,Estado de México
Ingeniero Programador,"$18,000 - $24,000  Mensual",Multimedia,N.L.
Ingeniero de industrialización,,"AFL Telecomunicaciones de México, ...",N.L.
Ingeniero Programador para Crestron Latinoamericana,"$23,000 - $26,000  Mensual",Multimedia,Ciudad de México
Ingeniero Mesa de Servicio,,AXTEL SAB DE CV,Ciudad de México
Ingeniero Field Service,,AXTEL SAB DE CV,Ciudad de México
DBA SQL SERVER,,BANCO DEL BAJIO S.A.,Gto.
Líder Técnico Java / Big Data / C12 / (R22033566),,Banamex,Ciudad de México
Ingeniero de Ingeniería Civil,,AXTEL SAB DE CV,N.L.
Asistente de ingeniera de procesos,"$9,000 - $10,000  Mensual",,Jal.
Ingeniero de sistemas,"$10,000 - $10,500  Mensual","MANSI SERVICIOS, S.C.",Edo. Méx.​
PROGRAMADOR ANGULAR,,,CDMX
Desarrollador Java Sr,"$35,000 - $44,000  Mensual",Alia,CDMX
Ingeniero de soporte en sitio,"$16,000 - $18,000  Mensual",Grupo Salinas,CDMX
Ingeniero de seguridad e higiene,"$15,000 - $18,000  Mensual",Exportadora de Postes GDL SA de CV,Jal.
PREVENTA BUILDING,"$45,000 - $50,000  Mensual",,Chih.
PREVENTA BUILDING,"$40,000 - $50,000  Mensual",,BC.
PREVENTA BUILDING,"$40,000 - $50,000  Mensual",,Son.
Practicante de Soporte Técnico,"$5,500 - $6,000  Mensual",Distribuidora Maico de México S.A....,N.L.
Analista de Datos,"$35,000  Mensual",Corporativo Mek de México,Ciudad de México
Auditor TI,,SURA México,Ciudad de México
It project manager,"$25,000 - $28,000  Mensual",,Ciudad de México
Ejecutivo de Ventas Telecomunicaciones,"$15,000  Mensual",FACTOR X CHATBOT FACTORY SC,Qro.
Applications engineer,,North American Production Sharing ...,BC.
AUDITOS DE PROCESO DE SEGUROS AUTOS,,BBVA Bancomer,Mich.
Ingeniero de Soporte Sr.,"$80,000 - $90,000  Mensual","Manpower, S.A. de C.V.",México
Desarrollo Web y Contenido de Producto,,Proveedora de Seguridad Industrial...,CDMX
Ingeniero desarrollador,"$27,000  Mensual",,CDMX
Operador de Panta de Cogeneración-Electromecánico,"$12,000  Mensual","ELECTRIZ, S.A. DE C.V.",Jal.
Ingeniero Programador SQL,"$20,000 - $22,000  Mensual",Reto Industrial,Edo. Méx.​
Ingeniero de Empaque Jr,,"Probiomed, S.A. de C.V.",CDMX
Analista administrativo de ventas / CPFR,,Grupo Comrap Administraciones,CDMX
Gerente de Almacén Farmacéutico,"$40,000 - $50,000  Mensual",,Edo. Méx.​
Coordinador de mantenimiento,,Gigante Verde S de RL de CV,Gto.
Coordinador Eléctrico Proyectos Industriales,,,Gto.
PROGRAMADOR .NET,"$20,000 - $25,000  Mensual",DR MEXICO,CDMX
Técnico en aire Acondicionado de Precisión,"$11,000 - $14,000  Mensual",CALA ingenieria y Desarrollo s.a d...,N.L.
Coordinador de Procesos y Mejora Continua,,,N.L.
Coord. de Proyectos de Instalaciones Especiales y Automatiza,"$25,000  Mensual",,CDMX
Ingeniero en sistemas,"$12,000 - $13,000  Mensual",DESARROLLO INTEGRAL CONSTRUCTIVO S...,Ciudad de México
Ingeniero IT/ Desarrollador,"$22,000 - $26,000  Mensual",María Isabel Cristina Rocha Mier,Qro.
Ingeniero en procesos PMO,,Liverpool,CDMX
Ingeniero Industrial en Mejora Continua,"$22,170  Mensual",SUKARNE AGROINDUSTRIAL S.A. DE C.V.,Sin.
Ingeniero de Diagnóstico Automotriz (bilingüe),,,N.L.
Especialista en Implementación de Proyectos,,Iron Mountain México S de RL de CV,Ciudad de México
Ingeniero en sistemas - (SIEM),"$15,000  Mensual",NETCONTROLL GROUP SA DE CV,CDMX
INGENIERO EN SISTEMAS (Experiencia en el sistema ALTAMIRA),,BBVA Bancomer,CDMX
INGENIERO DATA SCIENCE,"$30,000 - $32,000  Mensual",Sky,CDMX
Ingeniero programador proyectos HMI SCADA,,SINCI GDL S DE RL DE CV,Jal.
Ingeniero de Sitios Jr. (Manejo de Fibra óptica y OTDR),"$8,000 - $9,000  Mensual",Megacable,Pue.
INGENIERO DE SOPORTE SEGURIDAD,,Grupo Salinas,CDMX
Ingeniero Core Network,,Verveba Mexico S de RL de CV,Ciudad de México
Desarrollador SQL,"$16,000 - $18,000  Mensual",SOLUCIONES EN INDUSTRIA AUTOMOTRIZ...,Edo. Méx.​
Ingeniero Proyectista Mecánico,"$25,000 - $28,000  Mensual",SACMAG DE MEXICO,Ciudad de México
PROGRAMADOR / DESARROLLADOR SALESFORCE,,Interceramic,Chih.
Auditor de calidad Jr. en Obra,,INTER-METROPOLITANA DE VIVIENDA  S...,Gto.
Ingeniero de infraestructura,,"Gonet, S.A. de C.V.",Ciudad de México
Planeador de la demanda,"$35,000 - $40,000  Mensual",,CDMX
Gerente de operaciones,"$23,000 - $25,000  Mensual",Effective People SA de CV,Edo. Méx.​
Desarrollador de Base de datos Oracle - Híbrido,,Indra,Ciudad de México
Process Mining,,"GTIM SOFTWARE PROJECTS, S. DE R.L....",Ciudad de México
Coordinador de Instalaciones,"$20,000 - $30,000  Mensual",LOMA DESARROLLOS COMERCIALES SA DE...,Chih.
Ingeniero en procesos PMO,,Liverpool,CDMX
Ingeniero Operador de Sistemas Eléctricos,"$15,000 - $15,500  Mensual","Comercial City Fresko, S. de R.L. ...",CDMX
Ingeniero programador proyectos HMI SCADA,,SINCI GDL S DE RL DE CV,N.L.
Practicante Cadena de Suministro,,Asociados Home Depot,N.L.
INGENIERO SOPORTE SITIO (REDES),,"Grupo Siayec, S.A. de C.V.",CDMX
ANALISTA PROGRAMADOR,,Oñate Willy y Cia. S.C.,Qro.
LIDER DE APLICACIONES SALESFRCE,,Interceramic,Chih.
LIDER DE APLICACIONES SALESFRCE,,Interceramic,Chih.
PROGRAMADOR/ DESARROLLADOR SAP,,Interceramic,Chih.
Ingeniero de software,,ZAMTEST,Jal.
Analista de soporte técnico,,,Ciudad de México
DATA ENGINEER,,"Wipro Technologies, S.A. de C.V.",Ciudad de México
GERENTE SEGURIDAD INFRAESTRUCTURA AZURE,,Banorte,Ciudad de México
Ingeniero Civil (Recien Graduado),,TP OIL & GAS MEXICO S DE RL DE CV,BC.
Ingeniero de herramientas,"$45,000 - $50,000  Mensual",,Jal.
Ingeniero(a) de Software RM/Cobol,,TECHNORLY SA DE CV,Jal.
Analista de estimaciones,"$13,000 - $14,000  Mensual",STEPHANIE MARTINEZ OLVERA,Jal.
Ingeniero de software android,"$10,000 - $12,000  Mensual",,Yuc.
Ing. de Procesos Senior-exp Manejo Sólidos,"$30,000 - $40,000  Mensual",AMEC FOSTER WHEELER MEXICO S.A. DE...,N.L.
DBA Oracle Jr,"$13,000 - $16,000  Mensual",Getecsa,CDMX
Gerente de Desarrollo de Software,,,Ciudad de México
Ingeniero de soporte a aplicaciones,"$20,000 - $30,000  Mensual",,Ciudad de México
Data engineer,"$30,000 - $40,000  Mensual",Pocket de Latinoamerica SAPI de CV,Ciudad de México
Data Engineer,,UVI TECH SAPI DE CV,Ciudad de México
Data Engineer,,Michael Page,Ciudad de México
Data engineer,"$30,000 - $40,000  Mensual",M&GT Consulting,Ciudad de México
Data Engineer,,Intugo,Jal.
Data Engineer,,Loréal México,México
DATA ENGINEER,,"Wipro Technologies, S.A. de C.V.",Ciudad de México
Data engineer,"$35,000 - $40,000  Mensual",Banamex,CDMX
Data Engineer,,everis,Ciudad de México
DATA ENGINEER,,Impacto Estratégico Consulting Gro...,CDMX
Data engineer,,tibs sa de cv,N.L.
Data engineer,,N2S GLOBAL WORKFORCE SOLUTIONS S D...,México
Data engineer,,Softtek,México
Data Engineer,,PEOPLE XR,N.L.
Data Engineer,"$40,000 - $50,000  Mensual",bSide,Ciudad de México
Data Engineer,"$40,000 - $50,000  Mensual",bSide,Ciudad de México
Data engineer,,,CDMX
Data engineer,"$30,000 - $38,000  Mensual",Indra,CDMX
